0,0,1,1,1,0,4583.0,1508.0,128.0,360.0,1.0,2,0
1,0,1,0,1,1,3000.0,0.0,66.0,360.0,1.0,0,1
2,0,1,0,0,0,2583.0,2358.0,120.0,360.0,1.0,0,1
3,0,0,0,1,0,6000.0,0.0,141.0,360.0,1.0,0,1
4,0,1,0,0,0,2333.0,1516.0,95.0,360.0,1.0,0,1
5,0,1,2,1,0,3200.0,700.0,70.0,360.0,1.0,0,1
6,0,1,2,1,,2500.0,1840.0,109.0,360.0,1.0,0,1
7,0,0,0,1,0,1853.0,2840.0,114.0,360.0,1.0,2,0
8,0,1,2,1,0,1299.0,1086.0,17.0,120.0,1.0,0,1
9,0,0,0,1,0,4950.0,0.0,125.0,360.0,1.0,0,1
10,0,0,1,0,0,3596.0,0.0,100.0,240.0,,0,1
11,1,0,0,1,0,3510.0,0.0,76.0,360.0,0.0,0,0
12,0,1,0,0,0,4887.0,0.0,133.0,360.0,1.0,2,0
13,0,1,0,1,,2600.0,3500.0,115.0,,1.0,0,1
14,0,1,0,0,0,7660.0,0.0,104.0,360.0,0.0,0,0
15,0,1,0,0,0,2600.0,1911.0,116.0,360.0,0.0,1,0
16,,1,2,0,0,3365.0,1917.0,112.0,360.0,0.0,2,0
17,0,1,0,1,0,2799.0,2253.0,122.0,360.0,1.0,1,1
18,0,1,2,0,0,4226.0,1040.0,,360.0,1.0,0,1
19,0,0,0,0,0,1442.0,0.0,35.0,360.0,1.0,0,0
20,1,0,2,1,,3750.0,2083.0,120.0,360.0,1.0,1,1
21,0,0,0,1,0,3167.0,0.0,74.0,360.0,1.0,0,0
22,0,0,1,1,1,4692.0,0.0,106.0,360.0,1.0,2,0
23,0,1,0,1,0,3500.0,1667.0,114.0,360.0,1.0,1,1
24,0,1,0,1,0,1828.0,1330.0,100.0,,0.0,0,0
25,1,1,0,1,0,3667.0,1459.0,144.0,360.0,1.0,1,1
26,0,0,0,0,0,3748.0,1668.0,,360.0,1.0,1,1
27,0,0,0,1,0,3600.0,0.0,80.0,360.0,1.0,0,0
28,0,0,0,1,0,1800.0,1213.0,47.0,360.0,1.0,0,1
29,0,1,0,1,0,2400.0,0.0,75.0,360.0,,0,1
30,0,1,0,1,0,3941.0,2336.0,134.0,360.0,1.0,1,1
31,0,1,0,0,1,4695.0,0.0,96.0,,1.0,0,1
32,1,0,0,1,0,3410.0,0.0,88.0,,1.0,0,1
33,0,1,1,1,0,5649.0,0.0,44.0,360.0,1.0,0,1
34,0,1,0,1,0,5821.0,0.0,144.0,360.0,1.0,0,1
35,1,1,0,1,0,2645.0,,120.0,360.0,0.0,0,0
36,1,0,0,1,0,4000.0,2275.0,144.0,360.0,1.0,1,1
37,1,1,0,0,0,1928.0,1644.0,100.0,360.0,1.0,1,1
38,1,0,0,1,0,3086.0,0.0,120.0,360.0,1.0,1,1
39,1,0,0,1,0,4230.0,0.0,112.0,360.0,1.0,1,0
40,0,1,2,1,0,4616.0,0.0,134.0,360.0,1.0,0,0
41,0,1,2,1,0,2708.0,1167.0,97.0,360.0,1.0,1,1
42,0,1,0,1,0,2132.0,1591.0,96.0,360.0,1.0,1,1
43,0,1,0,1,0,3366.0,,135.0,360.0,1.0,2,0
44,0,1,2,0,0,3357.0,2859.0,144.0,360.0,1.0,0,1
45,0,1,0,1,0,2500.0,3796.0,120.0,360.0,1.0,0,1
46,0,1,3,1,0,3029.0,0.0,99.0,360.0,1.0,0,1
47,1,0,0,1,0,4166.0,0.0,116.0,360.0,0.0,1,0
48,0,0,0,0,0,3200.0,2254.0,126.0,180.0,0.0,0,0
49,0,1,3,0,1,7100.0,0.0,125.0,60.0,1.0,0,1
50,1,0,0,1,0,,0.0,136.0,360.0,0.0,1,0
51,0,1,2,0,1,1875.0,1875.0,97.0,360.0,1.0,1,1
52,0,0,0,1,0,3500.0,0.0,81.0,300.0,1.0,1,1
53,0,1,3,0,0,4755.0,0.0,95.0,,0.0,1,0
54,0,0,0,1,0,3750.0,0.0,113.0,480.0,1.0,0,0
55,0,1,1,1,1,1000.0,3022.0,110.0,360.0,1.0,0,0
56,0,1,3,0,1,3333.0,2166.0,130.0,360.0,,1,1
57,1,0,0,1,0,3846.0,0.0,111.0,360.0,1.0,1,1
58,0,1,1,1,0,3988.0,0.0,50.0,240.0,1.0,0,1
59,0,0,0,1,0,2366.0,2531.0,136.0,360.0,1.0,1,1
60,0,1,2,0,0,3333.0,2000.0,99.0,360.0,,1,1
61,0,1,0,1,0,2500.0,2118.0,104.0,360.0,1.0,1,1
62,0,1,0,1,0,2958.0,2900.0,131.0,360.0,1.0,1,1
63,0,1,2,0,0,3273.0,1820.0,81.0,360.0,1.0,0,1
64,0,0,0,1,0,4133.0,0.0,122.0,360.0,1.0,1,1
65,0,0,0,0,0,3620.0,0.0,25.0,120.0,1.0,1,1
66,1,1,0,1,0,2484.0,2302.0,137.0,360.0,1.0,1,1
67,0,1,0,1,0,1977.0,997.0,50.0,360.0,1.0,1,1
68,0,1,0,0,0,4188.0,0.0,115.0,180.0,1.0,1,1
69,0,1,0,1,0,1759.0,3541.0,131.0,360.0,1.0,1,1
70,0,1,2,0,0,4288.0,3263.0,133.0,180.0,1.0,0,1
71,0,1,1,1,0,3052.0,1030.0,100.0,360.0,1.0,0,1
72,0,0,0,0,,7333.0,0.0,120.0,360.0,1.0,2,0
73,0,1,3,0,0,2071.0,754.0,94.0,480.0,1.0,1,1
74,0,0,0,1,0,5316.0,0.0,136.0,360.0,1.0,0,1
75,1,1,0,1,,2929.0,2333.0,139.0,360.0,1.0,1,1
76,0,0,0,1,,5050.0,0.0,118.0,360.0,1.0,1,1
77,0,1,1,1,0,2214.0,1398.0,85.0,360.0,,0,1
78,1,0,0,1,0,4166.0,0.0,44.0,360.0,1.0,1,1
79,1,0,0,1,0,2137.0,8980.0,137.0,360.0,0.0,1,1
80,0,1,2,1,0,2957.0,0.0,,360.0,1.0,1,1
81,1,0,0,1,0,3692.0,0.0,93.0,360.0,,2,1
82,0,0,0,1,0,2014.0,1929.0,,360.0,1.0,0,1
83,0,0,0,1,0,2718.0,0.0,70.0,360.0,1.0,1,1
84,0,1,0,1,1,3459.0,0.0,25.0,120.0,1.0,1,1
85,0,0,0,1,0,4895.0,0.0,102.0,360.0,1.0,1,1
86,1,1,0,1,0,4583.0,0.0,84.0,360.0,1.0,2,0
87,0,1,2,1,1,3316.0,3500.0,88.0,360.0,1.0,0,1
88,0,1,2,0,0,4200.0,1430.0,129.0,360.0,1.0,2,0
89,0,1,0,1,0,2698.0,2034.0,122.0,360.0,1.0,1,1
90,1,1,0,1,0,2330.0,4486.0,100.0,360.0,1.0,1,1
91,0,1,1,1,0,1538.0,1425.0,30.0,360.0,1.0,0,1
92,0,1,0,1,0,4860.0,830.0,125.0,360.0,1.0,1,1
93,0,0,0,1,0,6277.0,0.0,118.0,360.0,0.0,2,0
94,0,1,2,0,0,2281.0,0.0,113.0,360.0,1.0,2,0
95,0,0,0,1,0,3254.0,0.0,50.0,360.0,1.0,0,1
96,0,0,0,1,,2980.0,2083.0,120.0,360.0,1.0,2,1
97,0,1,0,0,0,1863.0,1041.0,98.0,360.0,1.0,1,1
98,0,1,1,1,0,3089.0,1280.0,121.0,360.0,0.0,1,0
99,0,1,0,1,0,9323.0,0.0,75.0,180.0,1.0,0,1
100,1,1,0,1,0,4583.0,0.0,112.0,360.0,1.0,2,0
101,0,1,0,1,0,2439.0,3333.0,129.0,360.0,1.0,2,1
102,0,0,0,1,0,2237.0,0.0,63.0,480.0,0.0,1,0
103,0,1,0,0,,1820.0,1769.0,95.0,360.0,1.0,2,1
104,0,1,3,,0,3522.0,0.0,81.0,180.0,1.0,2,0
105,0,1,0,0,1,4344.0,736.0,87.0,360.0,1.0,1,0
106,0,1,0,1,0,3497.0,1964.0,116.0,360.0,1.0,2,1
107,0,1,2,1,0,2045.0,1619.0,101.0,360.0,1.0,2,1
108,0,1,1,1,0,3750.0,0.0,116.0,360.0,1.0,1,1
109,0,0,0,0,0,2333.0,1451.0,102.0,480.0,0.0,0,0
110,0,0,0,1,0,1916.0,5063.0,67.0,360.0,,2,0
111,0,1,0,1,0,4600.0,0.0,73.0,180.0,1.0,1,1
112,1,1,0,1,0,3625.0,0.0,108.0,360.0,1.0,1,1
113,0,1,1,1,1,2178.0,0.0,66.0,300.0,0.0,2,0
114,0,1,0,1,0,2383.0,2138.0,58.0,360.0,,2,1
